product_class,country,date,total_sales,total_quantity,transaction_count,average_price,median_price,distinct_customers,distinct_products,distinct_cities,distributor_count,active_reps,latitude_dispersion,longitude_dispersion
Antiseptics,Poland,2018-10-01,14035289.0,31067.0,797,415.7917189460477,416.0,195,49,195,7,13,1.4433475663788702,2.3267272241598325
Antiseptics,Poland,2018-11-01,17148323.0,38937.0,750,403.356,375.0,196,49,196,8,13,1.485626032132041,2.27819841617903
Antiseptics,Poland,2018-12-01,10083001.0,24631.0,697,402.7474892395983,375.0,198,49,198,7,13,1.4450388538341352,2.323589296999251
Mood Stabilizers,Germany,2017-01-01,28956210.0,71047.0,769,401.8075422626788,391.0,405,44,404,14,13,1.619374238570299,2.1324790512846112
Mood Stabilizers,Germany,2017-02-01,38108639.0,106067.0,846,398.32505910165486,391.0,429,44,427,13,13,1.620226998498436,2.057469134158376
Mood Stabilizers,Germany,2017-03-01,39715188.0,101322.0,850,401.84823529411767,391.0,431,44,431,13,13,1.6336866977758124,2.0467447584159544
Mood Stabilizers,Germany,2017-04-01,33176944.0,86769.0,730,393.5876712328767,391.0,407,44,406,13,13,1.610406224221069,1.982156532162771
Mood Stabilizers,Germany,2017-05-01,40887835.0,103584.0,944,410.0275423728813,404.0,457,44,455,13,13,1.649001953514133,2.011818802241775
Mood Stabilizers,Germany,2017-06-01,50504877.0,131952.0,926,384.2634989200864,368.0,450,44,449,13,13,1.595570596935415,2.0919168467436857
Mood Stabilizers,Germany,2017-07-01,43607597.0,106383.0,987,406.5552178318136,404.0,469,44,468,14,13,1.602752883993306,2.0520400921872497
Mood Stabilizers,Germany,2017-08-01,40529487.0,101594.0,910,391.5032967032967,368.0,441,44,439,11,13,1.6056289726864201,1.972128233213602
Mood Stabilizers,Germany,2017-09-01,65481034.0,146027.0,820,394.19878048780487,391.0,429,44,428,13,13,1.6268421797449184,2.090418437520287
Mood Stabilizers,Germany,2017-10-01,39190635.0,98054.0,833,397.249699879952,404.0,426,44,424,13,13,1.530560326345058,2.0364104490408717
Mood Stabilizers,Germany,2017-11-01,55377587.0,127705.0,982,405.3116089613035,404.0,456,44,455,13,13,1.6718098514758977,2.096090243009627
Mood Stabilizers,Germany,2017-12-01,28588177.0,78513.0,716,391.372905027933,391.0,412,44,411,14,13,1.616913117394835,2.13947343101685
Mood Stabilizers,Germany,2018-01-01,37414858.0,91603.0,693,406.5858585858586,404.0,388,44,387,9,13,1.5385950367743184,2.0386854902150273
Mood Stabilizers,Germany,2018-02-01,40664779.0,99268.0,868,399.5069124423963,391.0,441,44,440,9,13,1.5934402696804932,2.001275898980324
Mood Stabilizers,Germany,2018-03-01,61252234.0,124708.0,884,404.4264705882353,404.0,431,44,430,13,13,1.5600518648750314,2.072680611708115
Mood Stabilizers,Germany,2018-04-01,26751012.0,68562.0,788,402.88832487309645,404.0,427,44,425,9,13,1.643809643444545,2.079548167382257
Mood Stabilizers,Germany,2018-05-01,31921887.0,78827.0,835,390.04670658682636,368.0,434,44,432,9,13,1.5650952007979557,2.1337692410991953
Mood Stabilizers,Germany,2018-06-01,60506839.0,145443.0,866,402.9769053117783,391.0,445,44,443,13,13,1.5864621557800986,2.097295781540596
Mood Stabilizers,Germany,2018-07-01,44094263.0,110170.0,910,391.92087912087914,391.0,440,44,439,9,13,1.6215181546753692,1.985651784722172
Mood Stabilizers,Germany,2018-08-01,52258758.0,105340.0,777,405.81081081081084,404.0,415,44,413,9,13,1.635446979512261,1.9900876520070794
Mood Stabilizers,Germany,2018-09-01,28152494.0,84471.0,745,395.03087248322146,391.0,403,44,401,13,13,1.5975198544163656,2.032946004063688
Mood Stabilizers,Germany,2018-10-01,54191562.0,125733.0,1113,415.12398921832886,452.0,482,44,480,9,13,1.6210331676024572,1.949634087025791
Mood Stabilizers,Germany,2018-11-01,37758366.0,88114.0,809,403.8182941903585,391.0,426,44,424,9,13,1.5387150268944467,2.0252682001650117
Mood Stabilizers,Germany,2018-12-01,24411285.0,57672.0,611,400.80687397708675,404.0,368,44,368,11,13,1.653980232325984,1.9854443590588537
Mood Stabilizers,Germany,2019-01-01,18369843.0,48011.0,665,401.29022556390976,391.0,381,44,381,5,13,1.6364368553119526,2.053900648660877
Mood Stabilizers,Germany,2019-02-01,47272214.0,120712.0,826,411.9624697336562,404.0,414,44,412,8,13,1.5905701317015846,2.009715137297747
Mood Stabilizers,Germany,2019-03-01,59766214.0,158579.0,940,407.8159574468085,404.0,454,44,452,5,13,1.598032122713143,2.118295673916107
Mood Stabilizers,Germany,2019-04-01,27457217.0,73743.0,669,405.57847533632287,404.0,380,44,379,4,13,1.6175445215327031,2.062444305560814
Mood Stabilizers,Poland,2018-01-01,6277190.0,15105.0,641,418.02028081123245,404.0,189,44,189,8,13,1.503987288697294,2.3021618879124146
Mood Stabilizers,Poland,2018-02-01,10210254.0,25977.0,616,390.3766233766234,368.0,194,44,194,8,13,1.422053442445362,2.295646804500689
Mood Stabilizers,Poland,2018-03-01,12025759.0,31433.0,749,404.56608811749,404.0,196,44,196,8,13,1.427494627084991,2.3089155718212626
Mood Stabilizers,Poland,2018-04-01,9031677.0,20894.0,460,413.2826086956522,404.0,185,44,185,8,13,1.4437784459749399,2.260076904931174
Mood Stabilizers,Poland,2018-05-01,7213396.0,18539.0,521,391.8502879078695,391.0,190,44,190,8,13,1.4603650375342068,2.236383240899779
Mood Stabilizers,Poland,2018-06-01,9840971.0,24743.0,504,408.68055555555554,404.0,185,44,185,8,13,1.466892041129416,2.3006870513362045
Mood Stabilizers,Poland,2018-07-01,10351280.0,26503.0,606,392.66831683168317,368.0,192,44,192,8,13,1.4432605603669626,2.333054598338883
Mood Stabilizers,Poland,2018-08-01,13820756.0,32965.0,675,407.5762962962963,404.0,197,44,197,7,13,1.3969812378670774,2.3130296249246842
Mood Stabilizers,Poland,2018-09-01,12162575.0,31379.0,564,401.0691489361702,404.0,192,44,192,7,13,1.4364605285795369,2.348215397167065
Mood Stabilizers,Poland,2018-10-01,10008187.0,22932.0,725,407.04689655172416,404.0,189,44,189,7,13,1.4667460844390805,2.300241942248913
Mood Stabilizers,Poland,2018-11-01,13840658.0,29950.0,664,404.0090361445783,404.0,194,44,194,8,13,1.4392551525678976,2.2705841347436375
Mood Stabilizers,Poland,2018-12-01,6314590.0,18953.0,582,395.8917525773196,391.0,194,44,194,7,13,1.4650149266405905,2.240812197498859
