team,country,product_class,date,metric,method,split,observed,prediction
Bravo,Germany,Antibiotics,2018-07-01,total_sales,seasonal_naive,validation,10940129.0,5110383.0
Bravo,Germany,Antibiotics,2018-07-01,total_sales,moving_average,validation,10940129.0,4227472.333333333
Bravo,Germany,Antibiotics,2018-07-01,total_sales,exponential_smoothing,validation,10940129.0,6461916.987120078
Bravo,Germany,Antibiotics,2018-08-01,total_sales,seasonal_naive,validation,2448067.0,6073929.0
Bravo,Germany,Antibiotics,2018-08-01,total_sales,moving_average,validation,2448067.0,6996863.666666667
Bravo,Germany,Antibiotics,2018-08-01,total_sales,exponential_smoothing,validation,2448067.0,7805380.590984054
Bravo,Germany,Antibiotics,2018-09-01,total_sales,seasonal_naive,validation,7722789.0,7261552.0
Bravo,Germany,Antibiotics,2018-09-01,total_sales,moving_average,validation,7722789.0,6405688.333333333
Bravo,Germany,Antibiotics,2018-09-01,total_sales,exponential_smoothing,validation,7722789.0,6198186.513688837
Bravo,Germany,Antibiotics,2018-10-01,total_sales,seasonal_naive,validation,11217885.0,5969473.0
Bravo,Germany,Antibiotics,2018-10-01,total_sales,moving_average,validation,11217885.0,7036995.0
Bravo,Germany,Antibiotics,2018-10-01,total_sales,exponential_smoothing,validation,11217885.0,6655567.259582186
Bravo,Germany,Antibiotics,2018-11-01,total_sales,seasonal_naive,validation,5698257.0,8176819.0
Bravo,Germany,Antibiotics,2018-11-01,total_sales,moving_average,validation,5698257.0,7129580.333333333
Bravo,Germany,Antibiotics,2018-11-01,total_sales,exponential_smoothing,validation,5698257.0,8024262.58170753
Bravo,Germany,Antibiotics,2018-12-01,total_sales,seasonal_naive,validation,7666019.0,5638793.0
Bravo,Germany,Antibiotics,2018-12-01,total_sales,moving_average,validation,7666019.0,8212977.0
Bravo,Germany,Antibiotics,2018-12-01,total_sales,exponential_smoothing,validation,7666019.0,7326460.90719527
Bravo,Germany,Antibiotics,2019-01-01,total_sales,seasonal_naive,test,5733238.0,10135026.0
Bravo,Germany,Antibiotics,2019-01-01,total_sales,moving_average,test,5733238.0,8194053.666666667
Bravo,Germany,Antibiotics,2019-01-01,total_sales,exponential_smoothing,test,5733238.0,7428328.335036688
Bravo,Germany,Antibiotics,2019-02-01,total_sales,seasonal_naive,test,6829783.0,2969211.0
Bravo,Germany,Antibiotics,2019-02-01,total_sales,moving_average,test,6829783.0,6365838.0
Bravo,Germany,Antibiotics,2019-02-01,total_sales,exponential_smoothing,test,6829783.0,6919801.234525681
Bravo,Germany,Antibiotics,2019-03-01,total_sales,seasonal_naive,test,25381057.0,19000068.0
Bravo,Germany,Antibiotics,2019-03-01,total_sales,moving_average,test,25381057.0,6743013.333333333
Bravo,Germany,Antibiotics,2019-03-01,total_sales,exponential_smoothing,test,25381057.0,6892795.764167976
Bravo,Germany,Antibiotics,2019-04-01,total_sales,seasonal_naive,test,4072074.0,2631955.0
Bravo,Germany,Antibiotics,2019-04-01,total_sales,moving_average,test,4072074.0,12648026.0
Bravo,Germany,Antibiotics,2019-04-01,total_sales,exponential_smoothing,test,4072074.0,12439274.134917583
Bravo,Germany,Antibiotics,2018-07-01,distinct_customers,seasonal_naive,validation,143.0,150.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_customers,moving_average,validation,143.0,127.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_customers,exponential_smoothing,validation,143.0,129.43210408297816
Bravo,Germany,Antibiotics,2018-08-01,distinct_customers,seasonal_naive,validation,104.0,159.0
Bravo,Germany,Antibiotics,2018-08-01,distinct_customers,moving_average,validation,104.0,135.33333333333334
Bravo,Germany,Antibiotics,2018-08-01,distinct_customers,exponential_smoothing,validation,104.0,133.5024728580847
Bravo,Germany,Antibiotics,2018-09-01,distinct_customers,seasonal_naive,validation,127.0,149.0
Bravo,Germany,Antibiotics,2018-09-01,distinct_customers,moving_average,validation,127.0,127.33333333333333
Bravo,Germany,Antibiotics,2018-09-01,distinct_customers,exponential_smoothing,validation,127.0,124.65173100065928
Bravo,Germany,Antibiotics,2018-10-01,distinct_customers,seasonal_naive,validation,176.0,145.0
Bravo,Germany,Antibiotics,2018-10-01,distinct_customers,moving_average,validation,176.0,124.66666666666667
Bravo,Germany,Antibiotics,2018-10-01,distinct_customers,exponential_smoothing,validation,176.0,125.3562117004615
Bravo,Germany,Antibiotics,2018-11-01,distinct_customers,seasonal_naive,validation,142.0,140.0
Bravo,Germany,Antibiotics,2018-11-01,distinct_customers,moving_average,validation,142.0,135.66666666666666
Bravo,Germany,Antibiotics,2018-11-01,distinct_customers,exponential_smoothing,validation,142.0,140.54934819032303
Bravo,Germany,Antibiotics,2018-12-01,distinct_customers,seasonal_naive,validation,95.0,106.0
Bravo,Germany,Antibiotics,2018-12-01,distinct_customers,moving_average,validation,95.0,148.33333333333334
Bravo,Germany,Antibiotics,2018-12-01,distinct_customers,exponential_smoothing,validation,95.0,140.9845437332261
Bravo,Germany,Antibiotics,2019-01-01,distinct_customers,seasonal_naive,test,101.0,105.0
Bravo,Germany,Antibiotics,2019-01-01,distinct_customers,moving_average,test,101.0,137.66666666666666
Bravo,Germany,Antibiotics,2019-01-01,distinct_customers,exponential_smoothing,test,101.0,127.18918061325827
Bravo,Germany,Antibiotics,2019-02-01,distinct_customers,seasonal_naive,test,132.0,130.0
Bravo,Germany,Antibiotics,2019-02-01,distinct_customers,moving_average,test,132.0,112.66666666666667
Bravo,Germany,Antibiotics,2019-02-01,distinct_customers,exponential_smoothing,test,132.0,119.33242642928079
Bravo,Germany,Antibiotics,2019-03-01,distinct_customers,seasonal_naive,test,145.0,140.0
Bravo,Germany,Antibiotics,2019-03-01,distinct_customers,moving_average,test,145.0,109.33333333333333
Bravo,Germany,Antibiotics,2019-03-01,distinct_customers,exponential_smoothing,test,145.0,123.13269850049656
Bravo,Germany,Antibiotics,2019-04-01,distinct_customers,seasonal_naive,test,105.0,118.0
Bravo,Germany,Antibiotics,2019-04-01,distinct_customers,moving_average,test,105.0,126.0
Bravo,Germany,Antibiotics,2019-04-01,distinct_customers,exponential_smoothing,test,105.0,129.6928889503476
Bravo,Germany,Antibiotics,2018-07-01,transaction_count,seasonal_naive,validation,170.0,169.0
Bravo,Germany,Antibiotics,2018-07-01,transaction_count,moving_average,validation,170.0,148.0
Bravo,Germany,Antibiotics,2018-07-01,transaction_count,exponential_smoothing,validation,170.0,149.83258593631749
Bravo,Germany,Antibiotics,2018-08-01,transaction_count,seasonal_naive,validation,116.0,176.0
Bravo,Germany,Antibiotics,2018-08-01,transaction_count,moving_average,validation,116.0,161.33333333333334
Bravo,Germany,Antibiotics,2018-08-01,transaction_count,exponential_smoothing,validation,116.0,155.88281015542225
Bravo,Germany,Antibiotics,2018-09-01,transaction_count,seasonal_naive,validation,143.0,175.0
Bravo,Germany,Antibiotics,2018-09-01,transaction_count,moving_average,validation,143.0,149.33333333333334
Bravo,Germany,Antibiotics,2018-09-01,transaction_count,exponential_smoothing,validation,143.0,143.91796710879555
Bravo,Germany,Antibiotics,2018-10-01,transaction_count,seasonal_naive,validation,209.0,168.0
Bravo,Germany,Antibiotics,2018-10-01,transaction_count,moving_average,validation,209.0,143.0
Bravo,Germany,Antibiotics,2018-10-01,transaction_count,exponential_smoothing,validation,209.0,143.64257697615687
Bravo,Germany,Antibiotics,2018-11-01,transaction_count,seasonal_naive,validation,154.0,153.0
Bravo,Germany,Antibiotics,2018-11-01,transaction_count,moving_average,validation,154.0,156.0
Bravo,Germany,Antibiotics,2018-11-01,transaction_count,exponential_smoothing,validation,154.0,163.2498038833098
Bravo,Germany,Antibiotics,2018-12-01,transaction_count,seasonal_naive,validation,106.0,117.0
Bravo,Germany,Antibiotics,2018-12-01,transaction_count,moving_average,validation,106.0,168.66666666666666
Bravo,Germany,Antibiotics,2018-12-01,transaction_count,exponential_smoothing,validation,106.0,160.47486271831684
Bravo,Germany,Antibiotics,2019-01-01,transaction_count,seasonal_naive,test,107.0,111.0
Bravo,Germany,Antibiotics,2019-01-01,transaction_count,moving_average,test,107.0,156.33333333333334
Bravo,Germany,Antibiotics,2019-01-01,transaction_count,exponential_smoothing,test,107.0,144.13240390282178
Bravo,Germany,Antibiotics,2019-02-01,transaction_count,seasonal_naive,test,147.0,147.0
Bravo,Germany,Antibiotics,2019-02-01,transaction_count,moving_average,test,147.0,122.33333333333333
Bravo,Germany,Antibiotics,2019-02-01,transaction_count,exponential_smoothing,test,147.0,132.99268273197524
Bravo,Germany,Antibiotics,2019-03-01,transaction_count,seasonal_naive,test,158.0,159.0
Bravo,Germany,Antibiotics,2019-03-01,transaction_count,moving_average,test,158.0,120.0
Bravo,Germany,Antibiotics,2019-03-01,transaction_count,exponential_smoothing,test,158.0,137.19487791238265
Bravo,Germany,Antibiotics,2019-04-01,transaction_count,seasonal_naive,test,111.0,130.0
Bravo,Germany,Antibiotics,2019-04-01,transaction_count,moving_average,test,111.0,137.33333333333334
Bravo,Germany,Antibiotics,2019-04-01,transaction_count,exponential_smoothing,test,111.0,143.43641453866786
Bravo,Germany,Antibiotics,2018-07-01,distinct_products,seasonal_naive,validation,35.0,35.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_products,moving_average,validation,35.0,35.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_products,exponential_smoothing,validation,35.0,34.64518547703706
Bravo,Germany,Antibiotics,2018-08-01,distinct_products,seasonal_naive,validation,35.0,35.0
Bravo,Germany,Antibiotics,2018-08-01,distinct_products,moving_average,validation,35.0,35.0
Bravo,Germany,Antibiotics,2018-08-01,distinct_products,exponential_smoothing,validation,35.0,34.75162983392594
Bravo,Germany,Antibiotics,2018-09-01,distinct_products,seasonal_naive,validation,34.0,35.0
Bravo,Germany,Antibiotics,2018-09-01,distinct_products,moving_average,validation,34.0,35.0
Bravo,Germany,Antibiotics,2018-09-01,distinct_products,exponential_smoothing,validation,34.0,34.82614088374815
Bravo,Germany,Antibiotics,2018-10-01,distinct_products,seasonal_naive,validation,35.0,34.0
Bravo,Germany,Antibiotics,2018-10-01,distinct_products,moving_average,validation,35.0,34.666666666666664
Bravo,Germany,Antibiotics,2018-10-01,distinct_products,exponential_smoothing,validation,35.0,34.578298618623705
Bravo,Germany,Antibiotics,2018-11-01,distinct_products,seasonal_naive,validation,34.0,34.0
Bravo,Germany,Antibiotics,2018-11-01,distinct_products,moving_average,validation,34.0,34.666666666666664
Bravo,Germany,Antibiotics,2018-11-01,distinct_products,exponential_smoothing,validation,34.0,34.7048090330366
Bravo,Germany,Antibiotics,2018-12-01,distinct_products,seasonal_naive,validation,32.0,35.0
Bravo,Germany,Antibiotics,2018-12-01,distinct_products,moving_average,validation,32.0,34.333333333333336
Bravo,Germany,Antibiotics,2018-12-01,distinct_products,exponential_smoothing,validation,32.0,34.49336632312561
Bravo,Germany,Antibiotics,2019-01-01,distinct_products,seasonal_naive,test,34.0,33.0
Bravo,Germany,Antibiotics,2019-01-01,distinct_products,moving_average,test,34.0,33.666666666666664
Bravo,Germany,Antibiotics,2019-01-01,distinct_products,exponential_smoothing,test,34.0,33.745356426187925
Bravo,Germany,Antibiotics,2019-02-01,distinct_products,seasonal_naive,test,34.0,35.0
Bravo,Germany,Antibiotics,2019-02-01,distinct_products,moving_average,test,34.0,33.333333333333336
Bravo,Germany,Antibiotics,2019-02-01,distinct_products,exponential_smoothing,test,34.0,33.82174949833154
Bravo,Germany,Antibiotics,2019-03-01,distinct_products,seasonal_naive,test,35.0,33.0
Bravo,Germany,Antibiotics,2019-03-01,distinct_products,moving_average,test,35.0,33.333333333333336
Bravo,Germany,Antibiotics,2019-03-01,distinct_products,exponential_smoothing,test,35.0,33.875224648832074
Bravo,Germany,Antibiotics,2019-04-01,distinct_products,seasonal_naive,test,31.0,35.0
Bravo,Germany,Antibiotics,2019-04-01,distinct_products,moving_average,test,31.0,34.333333333333336
Bravo,Germany,Antibiotics,2019-04-01,distinct_products,exponential_smoothing,test,31.0,34.212657254182446
Bravo,Germany,Antibiotics,2018-07-01,distinct_cities,seasonal_naive,validation,143.0,150.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_cities,moving_average,validation,143.0,127.0
Bravo,Germany,Antibiotics,2018-07-01,distinct_cities,exponential_smoothing,validation,143.0,129.43210408297816
Bravo,Germany,Antibiotics,2018-08-01,distinct_cities,seasonal_naive,validation,104.0,159.0
Bravo,Germany,Antibiotics,2018-08-01,distinct_cities,moving_average,validation,104.0,135.33333333333334
Bravo,Germany,Antibiotics,2018-08-01,distinct_cities,exponential_smoothing,validation,104.0,133.5024728580847
Bravo,Germany,Antibiotics,2018-09-01,distinct_cities,seasonal_naive,validation,127.0,149.0
Bravo,Germany,Antibiotics,2018-09-01,distinct_cities,moving_average,validation,127.0,127.33333333333333
Bravo,Germany,Antibiotics,2018-09-01,distinct_cities,exponential_smoothing,validation,127.0,124.65173100065928
Bravo,Germany,Antibiotics,2018-10-01,distinct_cities,seasonal_naive,validation,175.0,145.0
Bravo,Germany,Antibiotics,2018-10-01,distinct_cities,moving_average,validation,175.0,124.66666666666667
Bravo,Germany,Antibiotics,2018-10-01,distinct_cities,exponential_smoothing,validation,175.0,125.3562117004615
Bravo,Germany,Antibiotics,2018-11-01,distinct_cities,seasonal_naive,validation,142.0,140.0
Bravo,Germany,Antibiotics,2018-11-01,distinct_cities,moving_average,validation,142.0,135.33333333333334
Bravo,Germany,Antibiotics,2018-11-01,distinct_cities,exponential_smoothing,validation,142.0,140.24934819032305
Bravo,Germany,Antibiotics,2018-12-01,distinct_cities,seasonal_naive,validation,95.0,106.0
Bravo,Germany,Antibiotics,2018-12-01,distinct_cities,moving_average,validation,95.0,148.0
Bravo,Germany,Antibiotics,2018-12-01,distinct_cities,exponential_smoothing,validation,95.0,140.77454373322612
Bravo,Germany,Antibiotics,2019-01-01,distinct_cities,seasonal_naive,test,101.0,105.0
Bravo,Germany,Antibiotics,2019-01-01,distinct_cities,moving_average,test,101.0,137.33333333333334
Bravo,Germany,Antibiotics,2019-01-01,distinct_cities,exponential_smoothing,test,101.0,127.04218061325828
Bravo,Germany,Antibiotics,2019-02-01,distinct_cities,seasonal_naive,test,132.0,130.0
Bravo,Germany,Antibiotics,2019-02-01,distinct_cities,moving_average,test,132.0,112.66666666666667
Bravo,Germany,Antibiotics,2019-02-01,distinct_cities,exponential_smoothing,test,132.0,119.2295264292808
Bravo,Germany,Antibiotics,2019-03-01,distinct_cities,seasonal_naive,test,145.0,140.0
Bravo,Germany,Antibiotics,2019-03-01,distinct_cities,moving_average,test,145.0,109.33333333333333
Bravo,Germany,Antibiotics,2019-03-01,distinct_cities,exponential_smoothing,test,145.0,123.06066850049655
Bravo,Germany,Antibiotics,2019-04-01,distinct_cities,seasonal_naive,test,105.0,118.0
Bravo,Germany,Antibiotics,2019-04-01,distinct_cities,moving_average,test,105.0,126.0
Bravo,Germany,Antibiotics,2019-04-01,distinct_cities,exponential_smoothing,test,105.0,129.64246795034757
Bravo,Germany,Antibiotics,2018-07-01,distributor_count,seasonal_naive,validation,8.0,11.0
Bravo,Germany,Antibiotics,2018-07-01,distributor_count,moving_average,validation,8.0,9.333333333333334
Bravo,Germany,Antibiotics,2018-07-01,distributor_count,exponential_smoothing,validation,8.0,9.747290095668284
Bravo,Germany,Antibiotics,2018-08-01,distributor_count,seasonal_naive,validation,5.0,12.0
Bravo,Germany,Antibiotics,2018-08-01,distributor_count,moving_average,validation,5.0,9.333333333333334
Bravo,Germany,Antibiotics,2018-08-01,distributor_count,exponential_smoothing,validation,5.0,9.223103066967798
Bravo,Germany,Antibiotics,2018-09-01,distributor_count,seasonal_naive,validation,12.0,12.0
Bravo,Germany,Antibiotics,2018-09-01,distributor_count,moving_average,validation,12.0,8.333333333333334
Bravo,Germany,Antibiotics,2018-09-01,distributor_count,exponential_smoothing,validation,12.0,7.956172146877458
Bravo,Germany,Antibiotics,2018-10-01,distributor_count,seasonal_naive,validation,8.0,11.0
Bravo,Germany,Antibiotics,2018-10-01,distributor_count,moving_average,validation,8.0,8.333333333333334
Bravo,Germany,Antibiotics,2018-10-01,distributor_count,exponential_smoothing,validation,8.0,9.16932050281422
Bravo,Germany,Antibiotics,2018-11-01,distributor_count,seasonal_naive,validation,7.0,10.0
Bravo,Germany,Antibiotics,2018-11-01,distributor_count,moving_average,validation,7.0,8.333333333333334
Bravo,Germany,Antibiotics,2018-11-01,distributor_count,exponential_smoothing,validation,7.0,8.818524351969954
Bravo,Germany,Antibiotics,2018-12-01,distributor_count,seasonal_naive,validation,9.0,12.0
Bravo,Germany,Antibiotics,2018-12-01,distributor_count,moving_average,validation,9.0,9.0
Bravo,Germany,Antibiotics,2018-12-01,distributor_count,exponential_smoothing,validation,9.0,8.272967046378968
Bravo,Germany,Antibiotics,2019-01-01,distributor_count,seasonal_naive,test,4.0,8.0
Bravo,Germany,Antibiotics,2019-01-01,distributor_count,moving_average,test,4.0,8.0
Bravo,Germany,Antibiotics,2019-01-01,distributor_count,exponential_smoothing,test,4.0,8.491076932465276
Bravo,Germany,Antibiotics,2019-02-01,distributor_count,seasonal_naive,test,7.0,6.0
Bravo,Germany,Antibiotics,2019-02-01,distributor_count,moving_average,test,7.0,6.666666666666667
Bravo,Germany,Antibiotics,2019-02-01,distributor_count,exponential_smoothing,test,7.0,7.143753852725693
Bravo,Germany,Antibiotics,2019-03-01,distributor_count,seasonal_naive,test,5.0,11.0
Bravo,Germany,Antibiotics,2019-03-01,distributor_count,moving_average,test,5.0,6.666666666666667
Bravo,Germany,Antibiotics,2019-03-01,distributor_count,exponential_smoothing,test,5.0,7.100627696907985
Bravo,Germany,Antibiotics,2019-04-01,distributor_count,seasonal_naive,test,4.0,8.0
Bravo,Germany,Antibiotics,2019-04-01,distributor_count,moving_average,test,4.0,5.333333333333333
Bravo,Germany,Antibiotics,2019-04-01,distributor_count,exponential_smoothing,test,4.0,6.470439387835589
Bravo,Germany,Antibiotics,2018-07-01,workload,seasonal_naive,validation,3.042470244802902,3.1584771456475313
Bravo,Germany,Antibiotics,2018-07-01,workload,moving_average,validation,3.042470244802902,2.728468935466907
Bravo,Germany,Antibiotics,2018-07-01,workload,exponential_smoothing,validation,3.042470244802902,2.777093259269364
Bravo,Germany,Antibiotics,2018-08-01,workload,seasonal_naive,validation,2.1857137491011733,3.223237494231409
Bravo,Germany,Antibiotics,2018-08-01,workload,moving_average,validation,2.1857137491011733,2.9395888112588593
Bravo,Germany,Antibiotics,2018-08-01,workload,exponential_smoothing,validation,2.1857137491011733,2.8567063549294254
Bravo,Germany,Antibiotics,2018-09-01,workload,seasonal_naive,validation,2.7443078764072677,3.253742608154373
Bravo,Germany,Antibiotics,2018-09-01,workload,moving_average,validation,2.7443078764072677,2.737109658678287
Bravo,Germany,Antibiotics,2018-09-01,workload,exponential_smoothing,validation,2.7443078764072677,2.6554085731809494
Bravo,Germany,Antibiotics,2018-10-01,workload,seasonal_naive,validation,3.6744360196185752,3.1362197752664285
Bravo,Germany,Antibiotics,2018-10-01,workload,moving_average,validation,3.6744360196185752,2.6574972901037808
Bravo,Germany,Antibiotics,2018-10-01,workload,exponential_smoothing,validation,3.6744360196185752,2.6820783641488446
Bravo,Germany,Antibiotics,2018-11-01,workload,seasonal_naive,validation,2.8812958133444946,2.8943470491644936
Bravo,Germany,Antibiotics,2018-11-01,workload,moving_average,validation,2.8812958133444946,2.8681525483756722
Bravo,Germany,Antibiotics,2018-11-01,workload,exponential_smoothing,validation,2.8812958133444946,2.979785660789764
Bravo,Germany,Antibiotics,2018-12-01,workload,seasonal_naive,validation,2.096598946091847,2.322855694001739
Bravo,Germany,Antibiotics,2018-12-01,workload,moving_average,validation,2.096598946091847,3.1000132364567796
Bravo,Germany,Antibiotics,2018-12-01,workload,exponential_smoothing,validation,2.096598946091847,2.950238706556183
Bravo,Germany,Antibiotics,2019-01-01,workload,seasonal_naive,test,1.9869428614357618,2.1701141376090667
Bravo,Germany,Antibiotics,2019-01-01,workload,moving_average,test,1.9869428614357618,2.8841102596849724
Bravo,Germany,Antibiotics,2019-01-01,workload,exponential_smoothing,test,1.9869428614357618,2.694146778416882
Bravo,Germany,Antibiotics,2019-02-01,workload,seasonal_naive,test,2.7410452686821856,2.677498470652629
Bravo,Germany,Antibiotics,2019-02-01,workload,moving_average,test,2.7410452686821856,2.321612540290701
Bravo,Germany,Antibiotics,2019-02-01,workload,exponential_smoothing,test,2.7410452686821856,2.4819856033225456
Bravo,Germany,Antibiotics,2019-03-01,workload,seasonal_naive,test,2.878752803803514,2.958471779516404
Bravo,Germany,Antibiotics,2019-03-01,workload,moving_average,test,2.878752803803514,2.274862358736598
Bravo,Germany,Antibiotics,2019-03-01,workload,exponential_smoothing,test,2.878752803803514,2.5597035029304376
Bravo,Germany,Antibiotics,2019-04-01,workload,seasonal_naive,test,2.0706598731446606,2.4091106174270474
Bravo,Germany,Antibiotics,2019-04-01,workload,moving_average,test,2.0706598731446606,2.535580311307154
Bravo,Germany,Antibiotics,2019-04-01,workload,exponential_smoothing,test,2.0706598731446606,2.6554182931923602
Bravo,Germany,Antimalarial,2018-07-01,total_sales,seasonal_naive,validation,4947279.0,5339513.0
Bravo,Germany,Antimalarial,2018-07-01,total_sales,moving_average,validation,4947279.0,6563616.333333333
Bravo,Germany,Antimalarial,2018-07-01,total_sales,exponential_smoothing,validation,4947279.0,6035928.471473815
Bravo,Germany,Antimalarial,2018-08-01,total_sales,seasonal_naive,validation,6406473.0,12004839.0
Bravo,Germany,Antimalarial,2018-08-01,total_sales,moving_average,validation,6406473.0,6403555.0
Bravo,Germany,Antimalarial,2018-08-01,total_sales,exponential_smoothing,validation,6406473.0,5709333.63003167
Bravo,Germany,Antimalarial,2018-09-01,total_sales,seasonal_naive,validation,4560826.0,8519296.0
Bravo,Germany,Antimalarial,2018-09-01,total_sales,moving_average,validation,4560826.0,6899256.333333333
Bravo,Germany,Antimalarial,2018-09-01,total_sales,exponential_smoothing,validation,4560826.0,5918475.441022169
Bravo,Germany,Antimalarial,2018-10-01,total_sales,seasonal_naive,validation,7388226.0,4163087.0
Bravo,Germany,Antimalarial,2018-10-01,total_sales,moving_average,validation,7388226.0,5304859.333333333
Bravo,Germany,Antimalarial,2018-10-01,total_sales,exponential_smoothing,validation,7388226.0,5511180.608715518
Bravo,Germany,Antimalarial,2018-11-01,total_sales,seasonal_naive,validation,3160946.0,4532808.0
Bravo,Germany,Antimalarial,2018-11-01,total_sales,moving_average,validation,3160946.0,6118508.333333333
Bravo,Germany,Antimalarial,2018-11-01,total_sales,exponential_smoothing,validation,3160946.0,6074294.226100862
Bravo,Germany,Antimalarial,2018-12-01,total_sales,seasonal_naive,validation,4704197.0,5005775.0
Bravo,Germany,Antimalarial,2018-12-01,total_sales,moving_average,validation,4704197.0,5036666.0
Bravo,Germany,Antimalarial,2018-12-01,total_sales,exponential_smoothing,validation,4704197.0,5200289.758270603
Bravo,Germany,Antimalarial,2019-01-01,total_sales,seasonal_naive,test,2248693.0,3222659.0
Bravo,Germany,Antimalarial,2019-01-01,total_sales,moving_average,test,2248693.0,5084456.333333333
Bravo,Germany,Antimalarial,2019-01-01,total_sales,exponential_smoothing,test,2248693.0,5051461.930789421
Bravo,Germany,Antimalarial,2019-02-01,total_sales,seasonal_naive,test,6290712.0,3937666.0
Bravo,Germany,Antimalarial,2019-02-01,total_sales,moving_average,test,6290712.0,3371278.6666666665
Bravo,Germany,Antimalarial,2019-02-01,total_sales,exponential_smoothing,test,6290712.0,4210631.251552595
Bravo,Germany,Antimalarial,2019-03-01,total_sales,seasonal_naive,test,6262323.0,2883487.0
Bravo,Germany,Antimalarial,2019-03-01,total_sales,moving_average,test,6262323.0,4414534.0
Bravo,Germany,Antimalarial,2019-03-01,total_sales,exponential_smoothing,test,6262323.0,4834655.476086816
Bravo,Germany,Antimalarial,2019-04-01,total_sales,seasonal_naive,test,3460534.0,5427463.0
Bravo,Germany,Antimalarial,2019-04-01,total_sales,moving_average,test,3460534.0,4933909.333333333
Bravo,Germany,Antimalarial,2019-04-01,total_sales,exponential_smoothing,test,3460534.0,5262955.733260771
Bravo,Germany,Antimalarial,2018-07-01,distinct_customers,seasonal_naive,validation,130.0,152.0
Bravo,Germany,Antimalarial,2018-07-01,distinct_customers,moving_average,validation,130.0,139.33333333333334
Bravo,Germany,Antimalarial,2018-07-01,distinct_customers,exponential_smoothing,validation,130.0,133.35703714781476
Bravo,Germany,Antimalarial,2018-08-01,distinct_customers,seasonal_naive,validation,123.0,164.0
Bravo,Germany,Antimalarial,2018-08-01,distinct_customers,moving_average,validation,123.0,135.33333333333334
Bravo,Germany,Antimalarial,2018-08-01,distinct_customers,exponential_smoothing,validation,123.0,132.34992600347033
Bravo,Germany,Antimalarial,2018-09-01,distinct_customers,seasonal_naive,validation,121.0,144.0
Bravo,Germany,Antimalarial,2018-09-01,distinct_customers,moving_average,validation,121.0,126.33333333333333
Bravo,Germany,Antimalarial,2018-09-01,distinct_customers,exponential_smoothing,validation,121.0,129.54494820242923
Bravo,Germany,Antimalarial,2018-10-01,distinct_customers,seasonal_naive,validation,190.0,136.0
Bravo,Germany,Antimalarial,2018-10-01,distinct_customers,moving_average,validation,190.0,124.66666666666667
Bravo,Germany,Antimalarial,2018-10-01,distinct_customers,exponential_smoothing,validation,190.0,126.98146374170045
Bravo,Germany,Antimalarial,2018-11-01,distinct_customers,seasonal_naive,validation,129.0,174.0
Bravo,Germany,Antimalarial,2018-11-01,distinct_customers,moving_average,validation,129.0,144.66666666666666
Bravo,Germany,Antimalarial,2018-11-01,distinct_customers,exponential_smoothing,validation,129.0,145.8870246191903
Bravo,Germany,Antimalarial,2018-12-01,distinct_customers,seasonal_naive,validation,98.0,111.0
Bravo,Germany,Antimalarial,2018-12-01,distinct_customers,moving_average,validation,98.0,146.66666666666666
Bravo,Germany,Antimalarial,2018-12-01,distinct_customers,exponential_smoothing,validation,98.0,140.8209172334332
Bravo,Germany,Antimalarial,2019-01-01,distinct_customers,seasonal_naive,test,109.0,117.0
Bravo,Germany,Antimalarial,2019-01-01,distinct_customers,moving_average,test,109.0,139.0
Bravo,Germany,Antimalarial,2019-01-01,distinct_customers,exponential_smoothing,test,109.0,127.97464206340322
Bravo,Germany,Antimalarial,2019-02-01,distinct_customers,seasonal_naive,test,127.0,128.0
Bravo,Germany,Antimalarial,2019-02-01,distinct_customers,moving_average,test,127.0,112.0
Bravo,Germany,Antimalarial,2019-02-01,distinct_customers,exponential_smoothing,test,127.0,122.28224944438224
Bravo,Germany,Antimalarial,2019-03-01,distinct_customers,seasonal_naive,test,146.0,113.0
Bravo,Germany,Antimalarial,2019-03-01,distinct_customers,moving_average,test,146.0,111.33333333333333
Bravo,Germany,Antimalarial,2019-03-01,distinct_customers,exponential_smoothing,test,146.0,123.69757461106758
Bravo,Germany,Antimalarial,2019-04-01,distinct_customers,seasonal_naive,test,119.0,142.0
Bravo,Germany,Antimalarial,2019-04-01,distinct_customers,moving_average,test,119.0,127.33333333333333
Bravo,Germany,Antimalarial,2019-04-01,distinct_customers,exponential_smoothing,test,119.0,130.38830222774732
Bravo,Germany,Antimalarial,2018-07-01,transaction_count,seasonal_naive,validation,156.0,174.0
Bravo,Germany,Antimalarial,2018-07-01,transaction_count,moving_average,validation,156.0,161.33333333333334
Bravo,Germany,Antimalarial,2018-07-01,transaction_count,exponential_smoothing,validation,156.0,153.47330051920864
Bravo,Germany,Antimalarial,2018-08-01,transaction_count,seasonal_naive,validation,136.0,192.0
Bravo,Germany,Antimalarial,2018-08-01,transaction_count,moving_average,validation,136.0,157.0
Bravo,Germany,Antimalarial,2018-08-01,transaction_count,exponential_smoothing,validation,136.0,154.23131036344603
Bravo,Germany,Antimalarial,2018-09-01,transaction_count,seasonal_naive,validation,143.0,160.0
