Distributor,Customer,City,Country,Latitude,Longitude,Channel,Sub-channel,Product Name,Product Class,Quantity,Price,Sales,Month,Year,Sales Manager,Sales Team
DIST_03,CUST_02_026,Bengaluru,India,12.964608219047507,77.62350303748431,Retail,Independent Pharmacy,Dermasol,Dermatology,15,36.06,527.05,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_026,Bengaluru,India,13.005742432255305,77.55914341102189,Hospital,Public Hospital,Respira,Respiratory,7,44.9,302.55,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_026,Bengaluru,India,12.973928763346313,77.5953326349787,Clinic,Primary Care,Immunara,Immunology,8,152.18,1232.33,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_027,Bengaluru,India,12.971655453579874,77.54141878516569,Retail,Pharmacy Chain,Glycoban,Diabetes,13,68.95,892.73,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_029,Bengaluru,India,12.99306868735737,77.60129301146169,Clinic,Primary Care,Renapro,Renal,13,106.71,1332.84,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_029,Bengaluru,India,12.977760315927881,77.57472852782693,Clinic,Primary Care,Cardiovex,Cardiovascular,13,85.53,1122.27,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_029,Bengaluru,India,12.974709767045885,77.55962827807149,Retail,Independent Pharmacy,Dermasol,Dermatology,14,42.35,587.22,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_030,Bengaluru,India,12.965238184497338,77.58389165052259,Retail,Independent Pharmacy,Respira,Respiratory,3,48.51,137.88,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_031,Bengaluru,India,12.987212562343398,77.58243535302127,Hospital,Private Hospital,Oncora,Oncology,4,231.1,940.1,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_032,Bengaluru,India,12.977810663544165,77.56267512359075,Hospital,Private Hospital,Respira,Respiratory,6,46.74,284.69,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_034,Bengaluru,India,12.999296310343432,77.61446488037848,Retail,Pharmacy Chain,Immunara,Immunology,5,152.03,738.64,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_036,Bengaluru,India,12.95319113931474,77.61362021381119,Retail,Pharmacy Chain,Oncora,Oncology,11,198.3,2206.28,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_036,Bengaluru,India,12.997367457830544,77.59156165254139,Retail,Independent Pharmacy,Respira,Respiratory,4,42.41,169.78,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_036,Bengaluru,India,13.006496801764165,77.59267867694665,Clinic,Primary Care,Immunara,Immunology,4,146.67,599.79,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_037,Bengaluru,India,13.000222092694196,77.60833523875513,Retail,Independent Pharmacy,Cardiovex,Cardiovascular,10,85.99,900.17,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_037,Bengaluru,India,12.899751842379208,77.61029866053181,Retail,Independent Pharmacy,Cardiovex,Cardiovascular,6,74.08,435.57,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_039,Bengaluru,India,12.945520237567289,77.57428684607045,Hospital,Private Hospital,Glycoban,Diabetes,11,72.54,796.96,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_040,Bengaluru,India,12.99337638851536,77.5766754355614,Hospital,Public Hospital,Renapro,Renal,5,123.45,628.6,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_041,Bengaluru,India,12.940561414628288,77.64340431017146,Clinic,Primary Care,Oncora,Oncology,12,246.08,2860.64,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_041,Bengaluru,India,12.986855388432998,77.58288617746949,Clinic,Specialist Clinic,Neurocalm,Neurology,5,94.1,475.38,July,2024,MGR_03,Team_Catalyst
DIST_03,CUST_02_043,Bengaluru,India,12.995968854627375,77.58725520465056,Hospital,Private Hospital,Oncora,Oncology,5,190.72,942.67,July,2024,MGR_03,Team_Catalyst
DIST_02,CUST_01_001,Delhi,India,28.641179773445113,77.21002210085969,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,14,68.72,939.3,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_003,Delhi,India,28.601718644808347,77.23652321943305,Hospital,Public Hospital,Renapro,Renal,10,119.13,1152.98,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_003,Delhi,India,28.586830730550467,77.19816068479075,Clinic,Specialist Clinic,Dermasol,Dermatology,13,46.48,592.33,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_006,Delhi,India,28.615331636598235,77.19283467415457,Hospital,Public Hospital,Immunara,Immunology,6,144.19,854.0,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_006,Delhi,India,28.61757344033565,77.19359210718366,Hospital,Public Hospital,Neurocalm,Neurology,14,86.79,1253.63,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_006,Delhi,India,28.641735738550015,77.19011648111615,Clinic,Specialist Clinic,Dermasol,Dermatology,15,37.38,567.55,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_006,Delhi,India,28.616299260876403,77.19457951810406,Retail,Pharmacy Chain,Glycoban,Diabetes,15,60.78,913.47,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_008,Delhi,India,28.615861231439084,77.2085841548926,Retail,Independent Pharmacy,Immunara,Immunology,10,174.84,1730.1,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_008,Delhi,India,28.637410334173502,77.20274278007318,Hospital,Public Hospital,Respira,Respiratory,5,49.23,241.49,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_009,Delhi,India,28.619674894527257,77.19145859196735,Hospital,Private Hospital,Oncora,Oncology,6,199.3,1205.71,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_009,Delhi,India,28.628595595589303,77.18342331679408,Clinic,Specialist Clinic,Oncora,Oncology,7,212.16,1486.52,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_010,Delhi,India,28.560687862340796,77.22241849058005,Clinic,Specialist Clinic,Dermasol,Dermatology,7,37.66,273.54,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_011,Delhi,India,28.632080500687717,77.19102869814306,Retail,Pharmacy Chain,Renapro,Renal,5,122.63,616.18,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_012,Delhi,India,28.56834301770287,77.17643485895829,Clinic,Specialist Clinic,Respira,Respiratory,10,46.46,455.74,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_012,Delhi,India,28.643373160028943,77.209693676443,Retail,Independent Pharmacy,Cardiovex,Cardiovascular,11,79.35,884.09,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_014,Delhi,India,28.56949170535354,77.21481987454892,Clinic,Specialist Clinic,Immunara,Immunology,4,143.8,601.07,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_015,Delhi,India,28.58471278955095,77.20641283467769,Clinic,Primary Care,Dermasol,Dermatology,15,39.96,602.58,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_015,Delhi,India,28.635901637929166,77.20857504953966,Hospital,Private Hospital,Respira,Respiratory,7,45.88,314.83,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_016,Delhi,India,28.61026034556296,77.17226897873654,Hospital,Private Hospital,Renapro,Renal,5,119.95,586.46,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_018,Delhi,India,28.612778452991062,77.21283528952769,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,8,73.52,586.75,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_018,Delhi,India,28.583262344875973,77.17783305981372,Hospital,Public Hospital,Immunara,Immunology,8,144.95,1163.65,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_019,Delhi,India,28.6534761476414,77.23088024071332,Hospital,Private Hospital,Respira,Respiratory,14,46.6,626.87,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_019,Delhi,India,28.666739323178728,77.19061776931477,Hospital,Public Hospital,Dermasol,Dermatology,16,40.36,674.22,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_020,Delhi,India,28.600479231565778,77.19068056936372,Clinic,Specialist Clinic,Respira,Respiratory,11,49.96,544.96,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_021,Delhi,India,28.592254117010814,77.16452440382834,Retail,Pharmacy Chain,Respira,Respiratory,3,54.5,164.54,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_021,Delhi,India,28.633873822703187,77.21268248226029,Hospital,Private Hospital,Immunara,Immunology,7,161.41,1132.91,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_023,Delhi,India,28.5623085239179,77.1896486624702,Hospital,Public Hospital,Cardiovex,Cardiovascular,8,80.43,587.52,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_024,Delhi,India,28.62877256643976,77.26121168289843,Hospital,Private Hospital,Oncora,Oncology,5,190.24,923.1,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_029,Delhi,India,28.57335339330224,77.20444112505594,Hospital,Public Hospital,Cardiovex,Cardiovascular,11,79.69,877.76,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_031,Delhi,India,28.63257798195562,77.20577259108157,Hospital,Public Hospital,Cardiovex,Cardiovascular,14,64.94,892.25,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_033,Delhi,India,28.66113217036146,77.22724965146138,Hospital,Private Hospital,Cardiovex,Cardiovascular,11,86.58,901.23,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_034,Delhi,India,28.65411708294163,77.23677345740386,Clinic,Specialist Clinic,Respira,Respiratory,10,47.15,456.06,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_034,Delhi,India,28.569158686892305,77.16959756565046,Hospital,Public Hospital,Oncora,Oncology,6,199.17,1156.74,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_034,Delhi,India,28.605498161770527,77.19623630388199,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,13,87.46,1129.02,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_036,Delhi,India,28.60584661531793,77.19826576295823,Clinic,Specialist Clinic,Oncora,Oncology,10,224.26,2162.99,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_036,Delhi,India,28.587924524187702,77.1637259395774,Retail,Pharmacy Chain,Glycoban,Diabetes,11,64.8,709.89,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_037,Delhi,India,28.646220834631755,77.17668325673296,Clinic,Primary Care,Neurocalm,Neurology,11,100.92,1097.11,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_037,Delhi,India,28.607211529601642,77.20979075641992,Hospital,Public Hospital,Glycoban,Diabetes,14,63.76,937.96,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_038,Delhi,India,28.599415192398432,77.18828142807925,Hospital,Public Hospital,Oncora,Oncology,5,205.47,1060.22,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_039,Delhi,India,28.640563780644964,77.22066983795537,Hospital,Private Hospital,Cardiovex,Cardiovascular,11,76.94,820.23,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_040,Delhi,India,28.621271573026714,77.20663015908342,Hospital,Public Hospital,Dermasol,Dermatology,17,36.94,637.17,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_040,Delhi,India,28.65634934957936,77.19744255303615,Hospital,Private Hospital,Renapro,Renal,7,108.64,767.37,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_042,Delhi,India,28.635392100720285,77.20791222643773,Retail,Pharmacy Chain,Renapro,Renal,6,111.16,683.14,July,2024,MGR_02,Team_Bridge
DIST_02,CUST_01_045,Delhi,India,28.635590586698534,77.17929486245114,Hospital,Private Hospital,Dermasol,Dermatology,8,35.76,286.83,July,2024,MGR_02,Team_Bridge
DIST_01,CUST_00_002,Mumbai,India,19.07610967837684,72.89162333495385,Clinic,Primary Care,Glycoban,Diabetes,12,72.37,871.13,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_003,Mumbai,India,19.06619232106117,72.88790539239008,Hospital,Private Hospital,Neurocalm,Neurology,8,101.68,832.88,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_004,Mumbai,India,19.065808505866844,72.86800103991914,Retail,Pharmacy Chain,Neurocalm,Neurology,11,88.68,974.68,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_008,Mumbai,India,19.077849207364437,72.89393005199884,Retail,Independent Pharmacy,Dermasol,Dermatology,13,34.82,456.63,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_010,Mumbai,India,19.076994424692685,72.88691081742007,Hospital,Public Hospital,Immunara,Immunology,7,154.46,1110.81,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_010,Mumbai,India,19.058047270714944,72.88074787252826,Clinic,Primary Care,Immunara,Immunology,10,154.81,1531.85,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_011,Mumbai,India,19.052105038037936,72.8468225116069,Retail,Independent Pharmacy,Oncora,Oncology,3,220.81,664.57,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_012,Mumbai,India,19.05416454449474,72.89035898657707,Hospital,Public Hospital,Cardiovex,Cardiovascular,9,75.14,690.51,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_012,Mumbai,India,19.05786823440839,72.87317174258035,Clinic,Primary Care,Glycoban,Diabetes,11,64.54,701.1,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_014,Mumbai,India,19.09438960343892,72.8941640414084,Hospital,Private Hospital,Cardiovex,Cardiovascular,14,87.44,1192.54,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_015,Mumbai,India,19.082461995237068,72.84173527353376,Hospital,Public Hospital,Dermasol,Dermatology,13,38.46,487.1,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_015,Mumbai,India,19.075331572325826,72.88738949471463,Clinic,Specialist Clinic,Glycoban,Diabetes,9,69.87,624.04,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_017,Mumbai,India,19.087080155596322,72.86348963531508,Hospital,Public Hospital,Renapro,Renal,8,120.87,948.71,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_019,Mumbai,India,19.03608483400234,72.86991157373834,Hospital,Private Hospital,Dermasol,Dermatology,11,39.46,433.89,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_019,Mumbai,India,19.054882706939072,72.86420190054248,Clinic,Specialist Clinic,Neurocalm,Neurology,6,96.93,569.73,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_020,Mumbai,India,19.08351844132834,72.86497588822735,Clinic,Primary Care,Immunara,Immunology,11,134.54,1483.3,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_021,Mumbai,India,19.069557983402103,72.88203173604829,Clinic,Primary Care,Respira,Respiratory,17,53.19,887.14,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_021,Mumbai,India,19.073395754371543,72.86799749362272,Retail,Pharmacy Chain,Immunara,Immunology,7,157.9,1116.88,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_022,Mumbai,India,19.06918294578193,72.86272704741869,Retail,Independent Pharmacy,Renapro,Renal,6,119.61,696.77,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_023,Mumbai,India,19.07797878019852,72.89586594243202,Hospital,Private Hospital,Cardiovex,Cardiovascular,6,81.78,496.17,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_026,Mumbai,India,19.061371528019485,72.90121362279206,Hospital,Private Hospital,Immunara,Immunology,7,182.78,1345.52,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_026,Mumbai,India,19.08926130478795,72.90772400303578,Retail,Independent Pharmacy,Respira,Respiratory,8,50.84,404.67,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_027,Mumbai,India,19.067970117059723,72.89411164069128,Hospital,Private Hospital,Glycoban,Diabetes,16,56.23,915.91,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_028,Mumbai,India,19.069082128090702,72.91114843710841,Retail,Pharmacy Chain,Dermasol,Dermatology,12,32.34,384.63,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_028,Mumbai,India,19.093570241857655,72.86386726375103,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,11,75.61,840.01,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_030,Mumbai,India,19.050357836490427,72.87017906557394,Clinic,Primary Care,Respira,Respiratory,11,49.89,548.4,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_030,Mumbai,India,19.064448312440884,72.89571603616227,Hospital,Public Hospital,Oncora,Oncology,13,215.54,2753.75,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_031,Mumbai,India,19.03296312318372,72.87057404346282,Retail,Pharmacy Chain,Glycoban,Diabetes,11,65.81,738.26,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_032,Mumbai,India,19.09614999096684,72.90185610890562,Hospital,Public Hospital,Dermasol,Dermatology,8,36.92,298.97,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_033,Mumbai,India,19.090015162586337,72.83964007713784,Retail,Pharmacy Chain,Immunara,Immunology,10,162.94,1595.43,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_033,Mumbai,India,19.07847456721533,72.93186684982874,Clinic,Specialist Clinic,Cardiovex,Cardiovascular,7,81.71,567.07,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_034,Mumbai,India,19.11580825729702,72.85675105406007,Hospital,Public Hospital,Respira,Respiratory,9,46.26,411.93,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_034,Mumbai,India,19.077072665886483,72.87450748222831,Clinic,Primary Care,Cardiovex,Cardiovascular,12,70.86,861.06,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_035,Mumbai,India,19.094347140646754,72.83509230347065,Clinic,Specialist Clinic,Renapro,Renal,5,112.69,541.77,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_035,Mumbai,India,19.04302197842436,72.84783239733444,Retail,Pharmacy Chain,Immunara,Immunology,9,133.99,1225.17,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_035,Mumbai,India,19.116391620522815,72.86980443939133,Hospital,Public Hospital,Renapro,Renal,8,104.98,851.87,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_036,Mumbai,India,19.068412364600757,72.91343088529442,Hospital,Public Hospital,Respira,Respiratory,11,51.31,549.01,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_036,Mumbai,India,19.094815195729705,72.88369721347671,Retail,Independent Pharmacy,Renapro,Renal,11,122.37,1328.32,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_037,Mumbai,India,19.072856293565998,72.90022636464431,Clinic,Primary Care,Cardiovex,Cardiovascular,14,75.75,1074.35,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_037,Mumbai,India,19.102474779840254,72.93233885467217,Retail,Independent Pharmacy,Oncora,Oncology,7,199.84,1384.76,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_038,Mumbai,India,19.095280975002265,72.79950760856251,Hospital,Public Hospital,Oncora,Oncology,10,214.03,2072.64,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_038,Mumbai,India,19.08734535423212,72.84359197057127,Retail,Pharmacy Chain,Cardiovex,Cardiovascular,11,95.96,1046.68,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_038,Mumbai,India,19.07028062957459,72.86271846481698,Hospital,Public Hospital,Dermasol,Dermatology,15,35.5,528.93,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_039,Mumbai,India,19.089861665471005,72.88101529489448,Clinic,Primary Care,Immunara,Immunology,11,156.64,1784.17,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_039,Mumbai,India,19.06176902857102,72.88775252684981,Clinic,Primary Care,Neurocalm,Neurology,13,101.33,1307.44,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_041,Mumbai,India,19.07800277010657,72.88784110371427,Clinic,Primary Care,Cardiovex,Cardiovascular,13,77.6,1009.05,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_044,Mumbai,India,19.044658954371535,72.84840071844933,Hospital,Private Hospital,Oncora,Oncology,3,217.71,622.34,July,2024,MGR_01,Team_Apex
DIST_01,CUST_00_045,Mumbai,India,19.08040132450085,72.88161563006399,Hospital,Private Hospital,Dermasol,Dermatology,8,33.47,257.21,July,2024,MGR_01,Team_Apex
DIST_06,CUST_05_001,Birmingham,United Kingdom,52.50006759512226,-1.9098359091428325,Clinic,Specialist Clinic,Neurocalm,Neurology,8,97.78,798.84,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_002,Birmingham,United Kingdom,52.48730663992252,-1.8888266490406498,Hospital,Private Hospital,Dermasol,Dermatology,4,39.68,158.49,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_003,Birmingham,United Kingdom,52.50520472481596,-1.9197290088613137,Hospital,Private Hospital,Dermasol,Dermatology,9,36.12,327.27,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_003,Birmingham,United Kingdom,52.49730589437327,-1.8933618166645645,Retail,Pharmacy Chain,Immunara,Immunology,8,171.34,1415.81,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_006,Birmingham,United Kingdom,52.495203883762144,-1.9184566937681606,Retail,Independent Pharmacy,Immunara,Immunology,4,157.16,643.07,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_007,Birmingham,United Kingdom,52.48256909356523,-1.9043072541873458,Retail,Independent Pharmacy,Oncora,Oncology,7,204.56,1453.64,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_008,Birmingham,United Kingdom,52.50088163990567,-1.9097945635623608,Hospital,Public Hospital,Respira,Respiratory,8,48.48,398.06,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_009,Birmingham,United Kingdom,52.48930426955202,-1.8722721927808927,Hospital,Private Hospital,Glycoban,Diabetes,9,58.55,535.85,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_012,Birmingham,United Kingdom,52.48558784370828,-1.9173375820587277,Clinic,Specialist Clinic,Oncora,Oncology,6,195.91,1166.63,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_015,Birmingham,United Kingdom,52.47325915531437,-1.863969367423037,Hospital,Private Hospital,Renapro,Renal,5,112.83,547.4,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_015,Birmingham,United Kingdom,52.50827618194323,-1.8663348539561941,Hospital,Private Hospital,Dermasol,Dermatology,4,33.21,137.83,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_016,Birmingham,United Kingdom,52.43063407479002,-1.8778461216390943,Hospital,Private Hospital,Oncora,Oncology,4,228.52,915.01,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_017,Birmingham,United Kingdom,52.49336578265263,-1.8652620815234164,Clinic,Primary Care,Neurocalm,Neurology,13,103.05,1331.86,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_017,Birmingham,United Kingdom,52.49182883603391,-1.9001938174721325,Hospital,Private Hospital,Renapro,Renal,5,134.1,650.84,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_019,Birmingham,United Kingdom,52.511463190760495,-1.8937859505806995,Hospital,Private Hospital,Immunara,Immunology,8,153.3,1257.22,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_019,Birmingham,United Kingdom,52.51865815379077,-1.8798210207206232,Hospital,Public Hospital,Respira,Respiratory,7,51.65,364.12,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_024,Birmingham,United Kingdom,52.50464949289752,-1.8791377384830068,Hospital,Public Hospital,Respira,Respiratory,7,50.55,355.58,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_024,Birmingham,United Kingdom,52.50363538206055,-1.8540874858566485,Hospital,Public Hospital,Neurocalm,Neurology,6,83.11,485.83,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_026,Birmingham,United Kingdom,52.52773185664974,-1.8977938894872155,Clinic,Specialist Clinic,Respira,Respiratory,5,47.62,235.08,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_029,Birmingham,United Kingdom,52.490137350907546,-1.8839070622206162,Hospital,Public Hospital,Dermasol,Dermatology,5,35.99,181.93,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_029,Birmingham,United Kingdom,52.497988638367524,-1.9230655105759422,Hospital,Public Hospital,Glycoban,Diabetes,5,60.59,306.52,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_032,Birmingham,United Kingdom,52.49306825843703,-1.8727186007089354,Hospital,Private Hospital,Glycoban,Diabetes,10,64.0,622.86,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_038,Birmingham,United Kingdom,52.49906249514363,-1.9375768513739595,Retail,Pharmacy Chain,Respira,Respiratory,8,40.91,332.14,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_042,Birmingham,United Kingdom,52.47661137116835,-1.9035158683781415,Hospital,Public Hospital,Dermasol,Dermatology,8,44.28,359.96,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_043,Birmingham,United Kingdom,52.461828704336085,-1.9023150647762794,Hospital,Private Hospital,Oncora,Oncology,5,220.05,1074.06,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_044,Birmingham,United Kingdom,52.49453227162488,-1.914813595439069,Retail,Independent Pharmacy,Cardiovex,Cardiovascular,8,74.38,579.92,July,2024,MGR_06,Team_Bridge
DIST_06,CUST_05_045,Birmingham,United Kingdom,52.47598120278865,-1.9003938513358603,Clinic,Specialist Clinic,Immunara,Immunology,8,159.93,1272.65,July,2024,MGR_06,Team_Bridge
DIST_04,CUST_03_001,London,United Kingdom,51.53043323003468,-0.129405039093079,Retail,Pharmacy Chain,Dermasol,Dermatology,5,39.91,200.47,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_001,London,United Kingdom,51.50217331523892,-0.14051917213771917,Retail,Independent Pharmacy,Renapro,Renal,5,109.58,564.29,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_002,London,United Kingdom,51.523450972444365,-0.09038786870414117,Clinic,Primary Care,Renapro,Renal,4,117.86,455.52,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_002,London,United Kingdom,51.52218330425991,-0.08758839005810254,Clinic,Primary Care,Renapro,Renal,11,122.23,1366.44,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_003,London,United Kingdom,51.51300040611714,-0.13161935044912756,Hospital,Public Hospital,Glycoban,Diabetes,15,60.7,899.62,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_004,London,United Kingdom,51.508584590867684,-0.1056968817485745,Hospital,Private Hospital,Respira,Respiratory,11,50.38,548.57,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_005,London,United Kingdom,51.42993200103763,-0.14076567264994524,Hospital,Public Hospital,Oncora,Oncology,11,198.38,2175.72,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_005,London,United Kingdom,51.496272694934945,-0.1344434881215101,Clinic,Specialist Clinic,Immunara,Immunology,5,169.14,821.49,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_006,London,United Kingdom,51.50141832793771,-0.15104380817055557,Retail,Pharmacy Chain,Immunara,Immunology,7,172.57,1189.98,July,2024,MGR_04,Team_Delta
DIST_04,CUST_03_007,London,United Kingdom,51.50670060842444,-0.1393713323210431,Retail,Pharmacy Chain,Neurocalm,Neurology,4,102.36,423.1,July,2024,MGR_04,Team_Delta
